critic,fresh,imdb,link,publication,quote,review_date,rtid,title
John Monaghan,fresh,0045152,http://ae.freep.com/entertainment/ui/michigan/movie.html?id=29287&reviewId=10762,Detroit Free Press,A rare musical whose story -- scripted by Betty Comden and Adolph Green -- is just as good as the songs.,2002-12-24 00:00:00,9924,Singin' in the Rain
Jane Sumner,fresh,0045152,http://www.guidelive.com/profile/329083/,Dallas Morning News,"Fifty years later, it's still a delight with everybody working at the top of his or her game.",2002-11-26 00:00:00,9924,Singin' in the Rain
Jessica Winter,fresh,0045152,http://www.villagevoice.com/issues/0246/winter.php,Village Voice,The ultimate nostalgic source text is itself a pomo homage to a lost moment.,2002-11-12 00:00:00,9924,Singin' in the Rain
Roger Ebert,fresh,0045152,http://www.rogerebert.com/reviews/great-movie-singin-in-the-rain-1952,Chicago Sun-Times,"There is no movie musical more fun than Singin' in the Rain, and few that remain as fresh over the years.",2000-01-01 00:00:00,9924,Singin' in the Rain
James Berardinelli,fresh,0043278,http://www.reelviews.net/php_review_template.php?identifier=2255,ReelViews,Gene Kelly remains one of the best and brightest of the Golden Era musical stars and An American in Paris shows him in fine form.,2011-01-25 00:00:00,22098,An American in Paris
,fresh,0043278,"http://www.time.com/time/magazine/article/0,9171,859413,00.html",TIME Magazine,A grand show -- a brilliant combination of Hollywood's opulence and technical wizardry with the kind of taste and creativeness that most high-budgeted musicals notoriously lack.,2009-02-18 00:00:00,22098,An American in Paris
Variety Staff,fresh,0043278,http://www.variety.com/review/VE1117796739.html?categoryid=31&cs=1,Variety,One of the most imaginative musical confections turned out by Hollywood in years.,2008-02-19 00:00:00,22098,An American in Paris
Don Druker,fresh,0043278,http://onfilm.chicagoreader.com/movies/capsules/287_AMERICAN_IN_PARIS,Chicago Reader,"While not nearly the musical it's cracked up to be, this 1951 film is absolutely required viewing for anyone who wants to see the studio system (MGM style) at its gaudiest, most Byzantine height.",2006-12-12 00:00:00,22098,An American in Paris
Geoff Andrew,fresh,0043278,http://www.timeout.com/film/reviews/77844/an_american_in_paris.html,Time Out,A musical both ludicrously overpraised (especially in Hollywood) and underrated.,2006-06-24 00:00:00,22098,An American in Paris
Bosley Crowther,fresh,0043278,http://movies.nytimes.com/movie/review?res=9A02E0D81530E03ABC4D53DFB667838A649EDE&partner=Rotten Tomatoes,New York Times,"...the picture takes on its glow of magic when Miss Caron is on the screen. When she isn't, it bumps along slowly as a patched-up, conventional musical show.",2003-05-20 00:00:00,22098,An American in Paris
Roger Ebert,fresh,0043278,http://www.rogerebert.com/reviews/an-american-in-paris-1951,Chicago Sun-Times,"The real reasons to see An American in Paris are for the Kelly dance sequences, the closing ballet, the Gershwin songs, the bright locations, and a few moments of the ineffable, always curiously sad charm of Oscar Levant.",2000-01-01 00:00:00,22098,An American in Paris
Keith Uhlich,fresh,0050419,http://www.timeout.com/us/film/funny-face,Time Out New York,Sensation trumps cogitation-unsurprising in a Hollywood production-which doesn't negate the enduring allure of this beautiful bauble.,2012-06-26 00:00:00,17028,Funny Face
Mark Bourne,fresh,0050419,http://www.film.com/celebrities/audrey-hepburn/story/dvd-breakfast-tiffanys-funny-face/25776093,Film.com,"...can clunk like a tin can in the dryer. But hey, we're talking Audrey Hepburn and Fred Astaire, so that's some mighty elegant slack we're willing to cut here.",2009-02-02 00:00:00,17028,Funny Face
Bosley Crowther,fresh,0050419,http://movies.nytimes.com/movie/review?res=9B00E3DB143EE23BBC4151DFB566838C649EDE&partner=Rotten Tomatoes,New York Times,Funny Face...teams Fred Astaire and Audrey Hepburn in a delightfully balmy romance.,2003-05-20 00:00:00,17028,Funny Face
Cath Clarke,fresh,0054698,http://www.timeout.com/film/reviews/68403/breakfast-at-tiffanys.html,Time Out,It's as ditsy and delightful as ever - with charm enough to forgive it plenty.,2011-01-18 00:00:00,16985,Breakfast at Tiffany's
Mark Bourne,fresh,0054698,http://www.film.com/celebrities/audrey-hepburn/story/dvd-breakfast-tiffanys-funny-face/25776093,Film.com,"...the final scene, a tender sequence that you can sop up with a sponge, but if you aren't moved by it you probably stick kittens with pins.",2009-02-02 00:00:00,16985,Breakfast at Tiffany's
Variety Staff,fresh,0054698,http://www.variety.com/review/VE1117789505.html?categoryid=31&cs=1,Variety,"Out of the elusive, but curiously intoxicating Truman Capote fiction, scenarist George Axelrod has developed a surprisingly moving film, touched up into a stunningly visual motion picture.",2008-05-22 00:00:00,16985,Breakfast at Tiffany's
Dave Kehr,fresh,0054698,http://onfilm.chicagoreader.com/movies/briefs/1369_BREAKFAST_AT_TIFFANYS.html,Chicago Reader,"This story of a party girl in love with a gigolo allows [director Blake] Edwards to create a very handsome film, with impeccable Technicolor photography by Franz Planer.",2007-02-09 00:00:00,16985,Breakfast at Tiffany's
Geoff Andrew,fresh,0054698,http://www.timeout.com/film/reviews/68403/breakfast_at_tiffanys.html,Time Out,Taken as a shallow fairytale it has a certain charm.,2006-02-09 00:00:00,16985,Breakfast at Tiffany's
A.H. Weiler,fresh,0054698,http://movies.nytimes.com/movie/review?res=9A05EED9173AE13ABC4E53DFB667838A679EDE&partner=Rotten Tomatoes,New York Times,"A completely unbelievable but wholly captivating flight into fancy composed of unequal dollops of comedy, romance, poignancy, funny colloquialisms and Manhattan's swankiest East Side areas captured in the loveliest of colors.",2005-05-09 00:00:00,16985,Breakfast at Tiffany's
James Berardinelli,fresh,0054698,http://www.reelviews.net/movies/b/breakfast_tiffanys.html,ReelViews,"For those who considers themselves romantics, or for anyone who just enjoys a simple love story from time-to-time, Breakfast at Tiffany's offers a few simple pleasures.",2000-01-01 00:00:00,16985,Breakfast at Tiffany's
Joshua Rothkopf,fresh,0052357,http://newyork.timeout.com/arts-culture/film/1488431/vertigo,Time Out New York,Hitchcock's most tender story.,2011-06-01 00:00:00,22490,Vertigo
,rotten,0052357,"http://www.time.com/time/magazine/article/0,9171,863527,00.html",TIME Magazine,"The old master, now a slave to television, has turned out another Hitchcock-and-bull story in which the mystery is not so much who done it as who cares.",2009-04-20 00:00:00,22490,Vertigo
Dave Kehr,fresh,0052357,http://onfilm.chicagoreader.com/movies/capsules/8890_VERTIGO,Chicago Reader,"One of the landmarks--not merely of the movies, but of 20th-century art.",2009-04-20 00:00:00,22490,Vertigo
David Ansen,fresh,0052357,http://www.newsweek.com/id/103115,Newsweek,Why is this movie Hitchcock's masterpiece? Because no movie plunges us more deeply into the dizzying heart of erotic obsession.,2008-08-18 00:00:00,22490,Vertigo
Geoff Andrew,fresh,0052357,http://www.timeout.com/film/reviews/62922/vertigo.html,Time Out,Slow but totally compelling.,2006-01-26 00:00:00,22490,Vertigo
,fresh,0052357,http://www.variety.com/review/VE1117796098.html?categoryid=31&cs=1,Variety,"James Stewart, on camera almost constantly, comes through with a startlingly fine performance as the lawyer-cop who suffers from acrophobia.",2001-02-13 00:00:00,22490,Vertigo
Roger Ebert,fresh,0052357,http://www.rogerebert.com/reviews/great-movie-vertigo-1958,Chicago Sun-Times,"It is about how Hitchcock used, feared and tried to control women.",2000-01-01 00:00:00,22490,Vertigo
James Berardinelli,fresh,0052357,http://www.reelviews.net/php_review_template.php?identifier=128,ReelViews,"From a craft standpoint, Vertigo represents the director in peak form.",2000-01-01 00:00:00,22490,Vertigo
Janet Maslin,fresh,0052357,http://www.nytimes.com/library/film/100496hitch-vertigo-restored.html,New York Times,"With less playfulness and much more overt libido than other Hitchcock classics, Vertigo was always anomalous.",2000-01-01 00:00:00,22490,Vertigo
Joe Baltake,fresh,0052357,http://www.movieclub.com/reviews/archives/97vertigo/vertigo.html,Sacramento Bee,Vertigo is Hitchcock's stirring parable of love and death.,2000-01-01 00:00:00,22490,Vertigo
Desson Thomson,fresh,0052357,http://www.washingtonpost.com/wp-srv/style/longterm/review96/vertigohowe.htm,Washington Post,Do yourself an aesthetic favor: Take the plunge.,2000-01-01 00:00:00,22490,Vertigo
Bosley Crowther,fresh,0052357,http://www.nytimes.com/library/film/052958vertigo-review.html,New York Times,[A] fascinating mystery.,2000-01-01 00:00:00,22490,Vertigo
Peter Stack,fresh,0052357,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1996/10/18/DD66034.DTL,San Francisco Chronicle,"In its dark heart, the film is a sorrowful contemplation of love and the veils that manipulate sexual passions.",2000-01-01 00:00:00,22490,Vertigo
Michael Sragow,fresh,0047396,http://www.newyorker.com/arts/reviews/film/rear_window_hitchcock,New Yorker,"It's one of Alfred Hitchcock's inspired audience-participation films: watching it, you feel titillated, horrified, and, ultimately, purged.",2012-03-05 00:00:00,10046,Rear Window
,fresh,0047396,"http://www.time.com/time/magazine/article/0,9171,891018,00.html",TIME Magazine,Just possibly the second most entertaining picture (after The 39 Steps) ever made by Alfred Hitchcock.,2009-04-20 00:00:00,10046,Rear Window
Geoff Andrew,fresh,0047396,http://www.timeout.com/film/reviews/76472/rear_window.html,Time Out,"Of all Hitchcock's films, this is the one which most reveals the man.",2006-02-09 00:00:00,10046,Rear Window
Jeff Millar,fresh,0047396,http://www.chron.com/cs/CDA/moviestory.mpl/ae/movies/reviews/480322,Houston Chronicle,The deliciousness of watching the film as it's intended to be seen is that the big screen gives Rear Window back its claustrophobia.,2005-07-21 00:00:00,10046,Rear Window
Lisa Schwarzbaum,fresh,0047396,"http://www.ew.com/ew/article/0,,275238,00.html",Entertainment Weekly,Masterpiece of voyeurism.,2000-01-01 00:00:00,10046,Rear Window
Joe Baltake,fresh,0047396,http://www.movieclub.com/reviews/archives/00rearwindow/rearwindow.html,Sacramento Bee,"Belatedly, I'm nominating a film from 1954 as the best picture of 2000.",2000-01-01 00:00:00,10046,Rear Window
James Berardinelli,fresh,0047396,http://www.reelviews.net/php_review_template.php?identifier=704,ReelViews,One of the finest ever committed to celluloid!,2000-01-01 00:00:00,10046,Rear Window
Jonathan Rosenbaum,fresh,0047396,http://www.jonathanrosenbaum.com/?p=6414,Chicago Reader,"In an impressive oeuvre, Rear Window is arguably the most exquisitely handcrafted feature, because Hitchcock mastered the spatial as well as behavioral coordinates of his chosen universe inch by inch.",2000-01-01 00:00:00,10046,Rear Window
Vincent Canby,fresh,0047396,http://www.nytimes.com/library/film/100983hitch-window-reflect.html,New York Times,"Its appeal, which goes beyond that of other, equally masterly Hitchcock works, remains undiminished.",2000-01-01 00:00:00,10046,Rear Window
J. Hoberman,fresh,0047396,http://www.villagevoice.com/issues/0003/hoberman.php,Village Voice,Restored to its original Technicolor grandeur!,2000-01-01 00:00:00,10046,Rear Window
Peter Rainer,fresh,0047396,http://www.newyorkmetro.com/nymetro/movies/reviews/1818/,New York Magazine,The clearest example of a Hitchcock movie that functions on dual levels: It's both mousetrap and abyss.,2000-01-01 00:00:00,10046,Rear Window
Charles Taylor,fresh,0047396,http://www.salon.com/ent/movies/review/2000/01/21/rear_window,Salon.com,Surely one of Alfred Hitchcock's best entertainments.,2000-01-01 00:00:00,10046,Rear Window
Peter Stack,fresh,0047396,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2000/02/04/DD26283.DTL,San Francisco Chronicle,"Since the 1954 Alfred Hitchcock classic is all about the voyeuristic instinct, the better the view, the more sensational the experience.",2000-01-01 00:00:00,10046,Rear Window
Roger Ebert,fresh,0047396,http://www.rogerebert.com/reviews/great-movie-rear-window-1954,Chicago Sun-Times,"Rear Window lovingly invests in suspense all through the film, banking it in our memory, so that when the final payoff arrives, the whole film has been the thriller equivalent of foreplay.",2000-01-01 00:00:00,10046,Rear Window
,fresh,0025316,"http://www.time.com/time/magazine/article/0,9171,747063,00.html",TIME Magazine,"Instead of attempting a journalistic study of bus-travel, regularly punctuated by comic touches, Director Frank Capra and Robert Riskin who adapted Samuel Hopkins Adams' story, fused the two.",2009-02-04 00:00:00,18256,It Happened One Night
Variety Staff,fresh,0025316,http://www.variety.com/review/VE1117792058.html?categoryid=31&cs=1,Variety,"One of those stories that without a particularly strong plot manages to come through in a big way, due to the acting, dialog, situations and direction.",2008-02-19 00:00:00,18256,It Happened One Night
Dave Kehr,fresh,0025316,http://onfilm.chicagoreader.com/movies/capsules/4670_IT_HAPPENED_ONE_NIGHT,Chicago Reader,"This is Capra at his best, very funny and very light, with a minimum of populist posturing.",2006-12-12 00:00:00,18256,It Happened One Night
Geoff Andrew,fresh,0025316,http://www.timeout.com/film/reviews/76249/it_happened_one_night.html,Time Out,"Capra's sense of humour is a little like that of Preston Sturges, though less caustic; and the film shows its stars at their best, Colbert as one of Hollywood's fresher comediennes, Gable as dumb-but-loveable hunk.",2006-02-09 00:00:00,18256,It Happened One Night
Mordaunt Hall,fresh,0025316,http://movies.nytimes.com/movie/review?res=940CE2DA1539E33ABC4B51DFB466838F629EDE&partner=Rotten Tomatoes,New York Times,"It Happened One Night is a good piece of fiction, which, with all its feverish stunts, is blessed with bright dialogue and a good quota of relatively restrained scenes.",2003-05-20 00:00:00,18256,It Happened One Night
James Berardinelli,fresh,0025316,http://www.reelviews.net/php_review_template.php?identifier=1984,ReelViews,"Its opposites-attract melding of screwball comedy and the road trip elements has become one of about a half-dozen standard love story formulas. Most years, there's at least one theatrical release that owes a debt to this film.",1934-02-22 00:00:00,18256,It Happened One Night
